ID,LLM,Ratio_VD_S,Ratio_Nom,Ratio_LW_S,av_nominal_deps_NN,cl_av_deps,nn_all_nominal_deps_NN_struct,volume,abundance,mattr_50,evenness_50,disparity,dispersion_per_100,QWE_Score,BERTScore_F1
lyrics00876,Gemini,0.9091,1.1042,0.6364,1.70491803279,2.8125,0.0,249,146,0.8252,0.976959,1.035714,8.032129,0.7903,0.8351
lyrics00877,Gemini,0.8571,2.0,0.6429,1.59259259259,2.38461538462,0.0185185185185,218,107,0.790414,0.959204,1.024691,7.33945,0.7588,0.7903
lyrics00878,Gemini,0.6667,2.0,0.3333,1.62195121951,2.36111111111,0.0365853658537,300,177,0.78749,0.962028,1.028571,7.0,0.724,0.808
lyrics00879,Gemini,1.0,1.9118,0.5,1.70588235294,2.35714285714,0.0147058823529,234,133,0.780324,0.960887,1.074766,8.119658,0.7797,0.8236
lyrics00880,Gemini,0.8333,2.3077,0.8333,1.58241758242,2.70588235294,0.010989010989,325,171,0.806232,0.971054,1.045455,9.230769,0.7288,0.83
lyrics00881,Gemini,0.9333,2.3864,0.6,1.46315789474,2.65714285714,0.0526315789474,329,174,0.787429,0.969425,1.084507,8.206687,0.7304,0.7965
lyrics00882,Gemini,0.8889,1.8519,0.5556,1.44,2.47619047619,0.02,177,101,0.745313,0.957266,1.025,7.344633,0.8167,0.8419
lyrics00883,Gemini,1.0,2.0909,0.8571,1.62,2.70588235294,0.0,179,87,0.733077,0.962597,1.061538,6.145251,0.7332,0.8211
lyrics00884,Gemini,0.5714,1.8298,0.5714,1.65789473684,2.3125,0.0,287,162,0.772521,0.956402,1.075161,6.620209,0.595,0.7972
lyrics00885,Gemini,0.9167,1.7568,0.8333,1.53448275862,2.875,0.0,231,130,0.75989,0.955517,1.101064,6.926407,0.6326,0.8013
lyrics00886,Gemini,0.8,2.2308,1.0,1.86666666667,2.8,0.0333333333333,114,76,0.795692,0.969842,1.04,10.526316,0.6386,0.8225
lyrics00887,Gemini,0.6667,3.25,0.6667,1.61764705882,2.64285714286,0.0588235294118,117,78,0.791471,0.96898,1.026316,7.692308,0.8099,0.8455
lyrics00888,Gemini,0.3333,1.7586,0.6667,1.33962264151,2.65217391304,0.0188679245283,189,120,0.780714,0.967096,1.082418,10.582011,0.8179,0.8359
lyrics00889,Gemini,0.4,2.1154,0.6,1.61016949153,2.68181818182,0.0,206,122,0.763949,0.949164,1.021277,5.825243,0.7288,0.8043
lyrics00890,Gemini,0.3636,1.6,0.7273,1.55357142857,2.36363636364,0.0,194,127,0.826759,0.965692,1.019231,6.185567,0.6032,0.7859
lyrics00891,Gemini,0.8,2.4146,0.6667,1.66990291262,2.58333333333,0.0194174757282,349,178,0.7334,0.939281,1.040541,7.163324,0.7888,0.8384
lyrics00892,Gemini,0.875,1.8636,0.625,1.73913043478,2.55555555556,0.0,166,96,0.746154,0.955248,1.0,7.831325,0.6914,0.8071
lyrics00893,Gemini,0.2,2.3636,0.6,1.47826086957,2.21212121212,0.0,259,154,0.798381,0.966798,1.012605,8.108108,0.8148,0.8233
lyrics00894,Gemini,0.4667,1.8605,0.6667,1.3164556962,2.27027027027,0.0126582278481,281,168,0.829741,0.977746,1.031008,9.252669,0.7972,0.834
lyrics00895,Gemini,1.0,2.0952,0.5333,1.66233766234,2.09090909091,0.0779220779221,272,157,0.799641,0.960511,1.047244,7.352941,0.8165,0.8406
lyrics00896,Gemini,0.9167,1.9118,0.6667,1.52631578947,2.55555555556,0.0,251,126,0.781386,0.967388,1.096939,7.569721,0.6135,0.7973
lyrics00897,Gemini,1.0,1.7586,0.5455,1.7962962963,2.24,0.0,197,116,0.769189,0.961111,1.043478,6.598985,0.6894,0.8097
lyrics00898,Gemini,0.8125,1.6792,0.625,1.65909090909,2.48717948718,0.0,343,170,0.807823,0.967848,1.069343,8.45481,0.6893,0.7955
lyrics00899,Gemini,1.0,1.7241,0.5455,1.48214285714,2.54545454545,0.0178571428571,188,104,0.743741,0.959624,1.0,9.574468,0.7348,0.8222
lyrics00900,Gemini,0.7778,1.6667,0.4444,1.75609756098,2.25,0.0,154,87,0.753905,0.952909,1.030303,9.090909,0.7135,0.8183
lyrics00901,Gemini,1.0,1.9615,0.5,1.74074074074,2.19047619048,0.0,185,113,0.746765,0.954151,1.0,7.027027,0.7199,0.8161
lyrics00902,Gemini,0.8421,2.0,0.5789,1.70652173913,2.38888888889,0.054347826087,333,181,0.760986,0.954836,1.02649,7.207207,0.7342,0.8215
lyrics00903,Gemini,0.6667,2.2812,0.25,1.49275362319,2.25925925926,0.0,232,130,0.740874,0.947928,1.0,5.172414,0.5703,0.7936
lyrics00904,Gemini,0.9167,2.2727,0.6667,1.51315789474,3.0,0.0131578947368,294,152,0.743592,0.957251,1.013158,8.843537,0.6696,0.8171
lyrics00905,Gemini,0.9,2.3846,0.4,1.80357142857,2.54166666667,0.160714285714,210,135,0.794161,0.964732,1.019048,7.619048,0.8267,0.8417
lyrics00906,Gemini,0.75,2.4138,0.5833,2.0,2.57692307692,0.0,264,129,0.717767,0.942437,1.057692,7.19697,0.6778,0.8069
lyrics00907,Gemini,0.8889,2.3077,0.6667,1.5,2.26315789474,0.0178571428571,197,102,0.753514,0.946461,1.053333,5.583756,0.7937,0.8368
lyrics00908,Gemini,1.0,1.7073,0.5,1.67605633803,2.56666666667,0.0,266,139,0.79871,0.969776,1.055556,8.270677,0.7679,0.8206
lyrics00909,Gemini,0.8571,1.9114,0.6071,1.4701986755,2.39726027397,0.0198675496689,557,248,0.782441,0.968354,1.038265,10.05386,0.8445,0.8231
lyrics00910,Gemini,0.9,2.2857,0.5,1.6,2.90909090909,0.0153846153846,230,128,0.770939,0.961721,1.042105,8.26087,0.7807,0.8208
lyrics00911,Gemini,0.625,2.1373,0.6875,1.50943396226,2.51219512195,0.0660377358491,356,179,0.755375,0.950966,1.0,6.741573,0.7797,0.8341
lyrics00912,Gemini,0.6364,2.2286,0.5455,1.72972972973,2.36666666667,0.0675675675676,266,150,0.802212,0.967853,1.016529,7.894737,0.7732,0.8294
lyrics00913,Gemini,0.6,2.3,0.6,1.63235294118,2.32,0.0588235294118,233,118,0.746196,0.94622,1.0,6.437768,0.7076,0.8152
lyrics00914,Gemini,0.6,2.5357,0.6,1.70491803279,2.33333333333,0.0983606557377,223,132,0.821264,0.9758,1.041237,10.313901,0.792,0.8572
lyrics00915,Gemini,1.0,2.1935,0.25,1.62903225806,2.34782608696,0.0483870967742,213,125,0.754024,0.952038,1.021277,9.859155,0.7755,0.8341
lyrics00916,Gemini,1.0,2.1667,0.7778,1.49019607843,2.73684210526,0.0392156862745,188,111,0.771942,0.95928,1.072289,8.510638,0.7616,0.8255
lyrics00917,Gemini,0.6667,2.0714,0.5,1.44444444444,2.72,0.037037037037,201,120,0.810263,0.972245,1.06383,10.945274,0.7775,0.823
lyrics00918,Gemini,0.9286,1.625,0.6429,1.609375,2.51515151515,0.03125,254,153,0.824,0.973758,1.033333,7.086614,0.7877,0.8399
lyrics00919,Gemini,0.875,1.8333,1.0,1.7619047619,2.64705882353,0.047619047619,165,99,0.808103,0.974724,1.027027,11.515152,0.693,0.828
lyrics00920,Gemini,0.9,1.6316,0.5,1.57142857143,2.92857142857,0.0142857142857,256,153,0.812464,0.972807,1.016949,8.984375,0.7852,0.8387
lyrics00921,Gemini,0.6364,1.3833,0.4545,1.32631578947,2.58823529412,0.0210526315789,360,186,0.787653,0.973826,1.026846,12.222222,0.7922,0.8274
lyrics00922,Gemini,0.56,2.5306,0.32,1.52830188679,2.31111111111,0.0849056603774,381,199,0.776627,0.962886,1.035928,8.923885,0.7523,0.8272
lyrics00923,Gemini,0.6667,2.1667,0.5333,1.62820512821,2.45161290323,0.0128205128205,283,152,0.807179,0.97204,1.012605,9.187279,0.827,0.8472
lyrics00924,Gemini,1.0,2.1915,0.7647,1.54945054945,2.8,0.032967032967,342,183,0.75058,0.949215,1.057554,9.064327,0.8044,0.8376
lyrics00925,Gemini,0.8333,1.8333,0.5833,1.39726027397,2.67741935484,0.0547945205479,243,136,0.793402,0.969732,1.038095,9.876543,0.7913,0.824
lyrics00926,Gemini,0.8462,1.7209,0.4615,1.49397590361,2.45454545455,0.0361445783133,269,150,0.791727,0.955856,1.081921,6.69145,0.8743,0.8257
lyrics00927,Gemini,1.0,1.9231,0.3333,1.62790697674,2.45454545455,0.046511627907,170,102,0.782314,0.957025,1.0,8.235294,0.7484,0.8426
lyrics00928,Gemini,0.9091,2.6,0.6364,1.71428571429,2.68421052632,0.0634920634921,215,116,0.755663,0.958297,1.022472,6.976744,0.7705,0.843
lyrics00929,Gemini,0.2667,2.6286,0.5333,1.47311827957,2.76666666667,0.0645161290323,303,159,0.758504,0.954686,1.016529,8.250825,0.8735,0.8595
lyrics00930,Gemini,0.75,2.76,0.4167,1.91228070175,2.7,0.245614035088,218,136,0.775976,0.955137,1.0,7.798165,0.8574,0.8589
lyrics00931,Gemini,0.9091,2.2069,0.7273,1.734375,2.69230769231,0.078125,227,128,0.767303,0.949267,1.038835,6.60793,0.7873,0.8281
lyrics00932,Gemini,0.7,2.0938,0.7,1.71186440678,2.56,0.0677966101695,225,123,0.767045,0.954362,1.085106,9.333333,0.7924,0.8308
lyrics00933,Gemini,0.8571,1.9583,1.0,1.69387755102,2.76470588235,0.0612244897959,175,104,0.793492,0.970615,1.026316,12.0,0.8633,0.8495
lyrics00934,Gemini,0.4211,2.2456,0.4737,1.51666666667,2.35555555556,0.0666666666667,416,226,0.789319,0.967658,1.040984,8.413462,0.7813,0.8236
lyrics00935,Gemini,0.6842,2.102,0.6842,1.65979381443,2.47727272727,0.020618556701,364,160,0.783746,0.968206,1.074219,9.340659,0.7127,0.8035
lyrics00936,Gemini,0.8,1.8182,0.4,1.60344827586,2.25,0.0344827586207,224,140,0.794629,0.967035,1.033333,10.267857,0.8456,0.8434
lyrics00937,Gemini,0.4167,2.05,0.5,1.83116883117,2.21212121212,0.103896103896,278,167,0.820349,0.970351,1.014706,7.553957,0.7908,0.8318
lyrics00938,Gemini,1.0,2.96,0.5455,1.77941176471,2.5652173913,0.102941176471,243,140,0.783093,0.960885,1.056604,6.584362,0.7831,0.8425
lyrics00939,Gemini,1.0,2.4516,0.5833,1.56578947368,2.79166666667,0.0263157894737,246,116,0.713807,0.940051,1.021739,7.723577,0.5411,0.7929
lyrics00940,Gemini,0.5,2.6296,0.3,1.62711864407,2.33333333333,0.0677966101695,205,135,0.807179,0.967245,1.018692,9.268293,0.7653,0.8447
lyrics00941,Gemini,1.0,2.2414,0.4,1.65714285714,2.53846153846,0.0571428571429,242,137,0.729845,0.9423,1.0,6.61157,0.7796,0.8375
lyrics00942,Gemini,0.7273,2.3462,0.7273,1.64516129032,2.45454545455,0.0,206,116,0.751847,0.955229,1.043956,7.76699,0.8302,0.8514
lyrics00943,Gemini,0.7778,1.871,0.7778,1.59016393443,2.69565217391,0.016393442623,213,120,0.748537,0.949678,1.021505,8.920188,0.7759,0.8332
lyrics00944,Gemini,0.8,1.7895,0.8,1.77272727273,2.71428571429,0.0,263,167,0.83972,0.972449,1.029851,6.844106,0.6526,0.8136
lyrics00945,Gemini,0.4444,2.6087,0.4444,1.92592592593,2.63157894737,0.0555555555556,206,133,0.819108,0.972346,1.034653,8.252427,0.8469,0.8269
lyrics00946,Gemini,0.5556,2.0455,0.3333,1.55319148936,2.63157894737,0.0212765957447,159,97,0.793273,0.965469,1.0,7.54717,0.7161,0.8137
lyrics00947,Gemini,1.0,1.2,0.75,1.45833333333,2.48148148148,0.0208333333333,185,112,0.848088,0.979252,1.023529,7.567568,0.7899,0.8294
lyrics00948,Gemini,0.9091,1.9667,0.6364,1.56896551724,2.37037037037,0.0,215,109,0.749639,0.955659,1.046512,10.697674,0.7103,0.8028
lyrics00949,Gemini,0.7143,1.6129,0.5714,1.53191489362,2.41666666667,0.0212765957447,166,91,0.747863,0.951527,1.028169,9.036145,0.7286,0.8128
lyrics00950,Gemini,0.9286,1.4898,0.5714,1.61445783133,2.68571428571,0.0,310,139,0.763908,0.958979,1.018519,9.032258,0.7086,0.7907
lyrics00951,Gemini,0.9286,2.2703,0.5,1.55813953488,2.54838709677,0.0232558139535,294,136,0.710776,0.945647,1.018349,7.823129,0.6666,0.8105
lyrics00952,Gemini,0.8571,1.96,0.5714,1.69565217391,2.31578947368,0.0434782608696,161,98,0.75875,0.953039,1.026316,5.590062,0.6569,0.808
lyrics00953,Gemini,0.9375,1.58,0.5625,1.64197530864,2.35294117647,0.0493827160494,286,142,0.761603,0.955706,1.035714,8.041958,0.7434,0.8222
lyrics00954,Gemini,0.875,2.4667,0.625,1.55263157895,2.71428571429,0.0,132,84,0.730843,0.961107,1.032787,11.363636,0.7694,0.841
lyrics00955,Gemini,0.5333,2.0312,0.3333,1.77941176471,2.34615384615,0.0,242,145,0.786114,0.960494,1.011696,6.61157,0.7326,0.8126
lyrics00956,Gemini,0.9091,1.8158,0.3636,1.52941176471,2.36363636364,0.0588235294118,256,135,0.761449,0.963389,1.018182,8.203125,0.7315,0.8185
lyrics00957,Gemini,0.6429,1.5,0.3571,1.72727272727,2.51515151515,0.0,261,148,0.80783,0.972786,1.030435,9.578544,0.826,0.838
lyrics00958,Gemini,0.9167,2.3,0.5,1.5,2.17647058824,0.030303030303,237,125,0.745319,0.945185,1.03,7.594937,0.8178,0.8342
lyrics00959,Gemini,1.0,1.871,0.3333,1.38095238095,2.59259259259,0.047619047619,210,111,0.72559,0.958519,1.046512,10.952381,0.8391,0.8494
lyrics00960,Gemini,1.0,2.5,0.625,1.48,2.7,0.0,180,111,0.77313,0.964798,1.064706,9.444444,0.8226,0.8338
lyrics00961,Gemini,0.7,3.0,0.5,1.8,2.58823529412,0.04,181,104,0.732273,0.949594,1.04375,8.839779,0.761,0.8371
lyrics00962,Gemini,1.0,2.2174,0.5,1.43396226415,2.55,0.0566037735849,175,104,0.773651,0.96374,1.024691,7.428571,0.6696,0.7844
lyrics00963,Gemini,1.0,3.1429,0.625,1.5,2.875,0.0,199,103,0.7344,0.947793,1.075949,6.030151,0.6778,0.8053
lyrics00964,Gemini,0.6875,2.0,0.4375,1.72941176471,2.55263157895,0.0941176470588,314,186,0.804377,0.970125,1.025478,8.917197,0.7079,0.8136
lyrics00965,Gemini,0.875,1.5714,0.75,1.75757575758,2.26666666667,0.0,125,78,0.785,0.961611,1.034483,7.2,0.6538,0.8074
lyrics00966,Gemini,1.0,1.9091,1.0,1.36956521739,2.26315789474,0.0,137,79,0.750227,0.951311,1.105263,5.109489,0.6683,0.8102
lyrics00967,Gemini,1.0,1.5625,0.75,1.61224489796,2.69565217391,0.0,188,108,0.773381,0.956489,1.025,6.914894,0.6855,0.8131
lyrics00968,Gemini,0.9,2.0,0.8,1.69117647059,2.78571428571,0.0441176470588,257,153,0.808558,0.961732,1.033613,6.225681,0.8225,0.8371
lyrics00969,Gemini,0.8462,1.4444,0.5385,1.44642857143,2.27586206897,0.0,198,105,0.722013,0.95332,1.02439,9.090909,0.6062,0.8052
lyrics00970,Gemini,1.0,1.1667,0.5455,1.41509433962,2.58064516129,0.0,206,112,0.818599,0.971149,1.090361,6.31068,0.6069,0.8027
lyrics00971,Gemini,0.9,1.9667,0.6,1.76666666667,2.64,0.05,225,132,0.778977,0.968378,1.036364,10.666667,0.76,0.7942
lyrics00972,Gemini,0.8333,1.5143,0.75,1.61818181818,2.76,0.0181818181818,205,118,0.800513,0.97052,1.042105,8.292683,0.8149,0.8408
lyrics00973,Gemini,1.0,2.0909,0.7778,1.44827586207,3.13043478261,0.0,209,104,0.719875,0.946028,1.15,9.569378,0.6384,0.7907
lyrics00974,Gemini,0.8333,2.0714,0.5833,1.68852459016,2.6,0.016393442623,228,133,0.766816,0.958311,1.056075,7.45614,0.7785,0.822
lyrics00975,Gemini,0.8182,1.7857,0.5455,1.64150943396,2.5652173913,0.0,200,110,0.762384,0.963092,1.0,9.5,0.7207,0.8121
lyrics00976,Gemini,0.875,2.619,0.625,1.78846153846,2.2,0.0192307692308,196,106,0.712381,0.950186,1.049383,10.204082,0.8494,0.8342
lyrics00977,Gemini,0.9091,2.9259,0.7273,1.48,2.5,0.0133333333333,235,121,0.722258,0.932937,1.125,6.808511,0.7507,0.8173
lyrics00978,Gemini,0.875,2.2667,0.625,1.72727272727,2.76923076923,0.0,126,83,0.77039,0.967793,1.0,9.52381,0.6769,0.7885
lyrics00979,Gemini,0.6923,1.5526,0.6154,1.51666666667,2.25925925926,0.0,232,143,0.798798,0.967238,1.04661,6.034483,0.6705,0.8115
lyrics00980,Gemini,0.75,2.08,0.75,1.79245283019,2.45,0.0,195,105,0.776301,0.955616,1.023529,8.205128,0.6056,0.7867
lyrics00981,Gemini,0.8421,1.8545,0.5789,1.56565656566,2.7619047619,0.010101010101,382,188,0.780541,0.965572,1.013158,8.900524,0.6317,0.789
lyrics00982,Gemini,0.875,2.2632,0.875,1.48717948718,2.66666666667,0.025641025641,137,84,0.762727,0.956786,1.126984,10.218978,0.7656,0.807
lyrics00983,Gemini,0.9,2.0,0.7,1.60294117647,2.55555555556,0.0147058823529,240,128,0.761466,0.961824,1.04,10.416667,0.7313,0.8401
lyrics00984,Gemini,0.9231,1.7429,0.6923,1.63235294118,2.44827586207,0.0147058823529,240,128,0.796335,0.965768,1.078431,7.083333,0.6363,0.7943
lyrics00985,Gemini,0.8333,2.2812,0.5833,1.65714285714,2.52173913043,0.0,242,134,0.787358,0.959259,1.035398,6.61157,0.671,0.7845
lyrics00986,Gemini,1.0,2.1154,0.75,1.76744186047,2.57142857143,0.046511627907,183,113,0.785373,0.969141,1.058989,9.289617,0.7308,0.8322
lyrics00987,Gemini,1.0,1.8571,0.6667,1.76315789474,2.77777777778,0.0526315789474,151,89,0.753922,0.956714,1.028169,7.94702,0.6092,0.8211
lyrics00988,Gemini,0.7273,1.7667,0.3636,1.3,2.31818181818,0.0,183,106,0.784179,0.964085,1.0,8.743169,0.6504,0.8015
lyrics00989,Gemini,0.9231,1.6757,0.3846,1.54838709677,2.57575757576,0.0161290322581,250,151,0.821393,0.973779,1.016807,8.4,0.787,0.8188
lyrics00990,Gemini,0.7778,2.4762,0.4444,1.48,2.6,0.04,165,102,0.767414,0.959248,1.0,8.484848,0.7665,0.8153
lyrics00991,Gemini,0.7857,2.1277,0.5714,1.67415730337,2.69444444444,0.0561797752809,333,196,0.819789,0.967004,1.039735,6.606607,0.8375,0.841
lyrics00992,Gemini,0.5833,1.7576,0.4167,1.53846153846,2.51851851852,0.0307692307692,216,114,0.750299,0.962468,1.0,11.111111,0.7565,0.8359
lyrics00993,Gemini,0.6667,1.6897,0.4444,1.91666666667,2.9,0.0416666666667,199,125,0.822,0.974676,1.037234,7.035176,0.794,0.8342
lyrics00994,Gemini,1.0,2.25,1.0,1.78205128205,2.72413793103,0.0,291,155,0.749835,0.946811,1.046512,7.90378,0.5984,0.7954
lyrics00995,Gemini,0.8333,2.6154,0.75,1.65625,2.68181818182,0.015625,221,100,0.70593,0.940736,1.025,10.859729,0.5982,0.7825
lyrics00996,Gemini,0.8333,1.75,0.6667,1.61111111111,2.5,0.0,139,92,0.779111,0.965031,1.029412,7.194245,0.7298,0.8307
lyrics00997,Gemini,0.875,3.1364,0.5,1.66666666667,2.47368421053,0.0666666666667,218,128,0.773728,0.948977,1.020619,4.587156,0.8862,0.8674
lyrics00998,Gemini,1.0,2.6842,0.7143,1.86363636364,2.66666666667,0.0454545454545,160,101,0.786667,0.955678,1.049383,5.0,0.7091,0.8142
lyrics00999,Gemini,0.9,2.375,0.7,1.4,2.36,0.0,243,112,0.689278,0.939478,1.023256,10.699588,0.6972,0.7848
lyrics01000,Gemini,1.0,3.0909,0.75,1.41791044776,2.61111111111,0.0,196,109,0.719456,0.932873,1.022472,6.632653,0.6745,0.8133
lyrics01001,Gemini,0.6923,2.0,0.5385,1.62962962963,2.33333333333,0.0123456790123,283,148,0.734701,0.9511,1.028926,9.893993,0.7341,0.8146
lyrics01002,Gemini,0.6154,2.3056,0.3077,1.43037974684,2.36666666667,0.0126582278481,266,147,0.7847,0.960744,1.027548,9.774436,0.7773,0.8086
lyrics01003,Gemini,0.5,2.0682,0.5,1.48780487805,2.27272727273,0.0243902439024,304,147,0.812,0.971983,1.0,8.552632,0.8049,0.823
lyrics01004,Gemini,0.75,1.5745,0.5,1.64383561644,2.32258064516,0.013698630137,264,153,0.776744,0.955099,1.064516,6.439394,0.7163,0.8128
lyrics01005,Gemini,0.7857,2.6552,0.3571,1.67123287671,2.44444444444,0.041095890411,263,131,0.749813,0.946612,1.0,8.745247,0.7824,0.8238
lyrics01006,Gemini,1.0,1.8,0.3333,1.82857142857,2.38461538462,0.0285714285714,132,94,0.816867,0.973063,1.0,7.575758,0.8343,0.8445
lyrics01007,Gemini,0.875,1.72,0.375,1.37209302326,2.04761904762,0.0,148,82,0.730303,0.965578,1.03125,11.486486,0.6746,0.807
lyrics01008,Gemini,0.8,1.9545,0.4667,1.52941176471,2.26470588235,0.0,297,147,0.746129,0.961036,1.032,8.754209,0.7063,0.7915
lyrics01009,Gemini,0.8571,1.5806,0.8571,1.5,2.88235294118,0.0,187,107,0.752029,0.953135,1.047619,9.625668,0.6628,0.8196
lyrics01010,Gemini,0.5,2.1379,0.5,1.60344827586,2.86363636364,0.051724137931,216,135,0.844311,0.978616,1.0,7.407407,0.7773,0.8485
lyrics01011,Gemini,1.0,1.6667,0.5,1.69090909091,2.5,0.0,193,112,0.780556,0.953583,1.022472,4.663212,0.7313,0.8094
lyrics01012,Gemini,0.4444,2.7143,0.8889,1.45454545455,2.78571428571,0.0181818181818,172,87,0.694146,0.933836,1.082192,8.139535,0.6638,0.7927
lyrics01013,Gemini,1.0,1.8537,0.6429,1.53424657534,2.47222222222,0.027397260274,279,163,0.804957,0.968846,1.07874,7.885305,0.7744,0.8246
lyrics01014,Gemini,0.4615,2.1562,0.6154,1.43661971831,2.91304347826,0.0,249,134,0.7535,0.959297,1.020202,9.236948,0.8651,0.8281
lyrics01015,Gemini,0.9,2.3,0.9,1.81538461538,2.625,0.0153846153846,250,152,0.79801,0.968082,1.033898,7.6,0.7935,0.8059
lyrics01016,Gemini,0.5714,1.717,0.5,1.3431372549,2.5,0.0,350,194,0.799801,0.973055,1.03871,10.857143,0.7378,0.8271
lyrics01017,Gemini,1.0,1.3667,0.5,1.61224489796,2.36,0.0,185,102,0.786029,0.971932,1.051948,11.891892,0.7766,0.847
lyrics01018,Gemini,0.8462,1.8462,0.4615,1.53731343284,2.39285714286,0.0298507462687,242,130,0.758135,0.966053,1.028912,11.983471,0.767,0.8333
lyrics01019,Gemini,0.9091,1.8889,0.5455,1.625,2.25925925926,0.0,236,122,0.752406,0.961228,1.041667,8.050847,0.7157,0.8134
lyrics01020,Gemini,0.9167,1.2653,0.5,1.52857142857,2.58974358974,0.0428571428571,280,155,0.817489,0.970873,1.050847,8.571429,0.8317,0.8392
lyrics01021,Gemini,0.9167,1.7143,0.5,1.36708860759,2.52631578947,0.101265822785,269,155,0.798273,0.970352,1.061475,10.037175,0.7837,0.8372
lyrics01022,Gemini,1.0,1.4444,0.2857,1.875,2.47368421053,0.025,165,109,0.816379,0.973847,1.0,8.484848,0.5717,0.7903
lyrics01023,Gemini,0.6667,2.3889,0.3333,1.96774193548,2.63636363636,0.258064516129,128,74,0.785316,0.970463,1.035714,10.15625,0.8083,0.8438
lyrics01024,Gemini,1.0,1.9048,0.5,1.69230769231,3.0,0.0512820512821,156,100,0.781308,0.967133,1.0,8.974359,0.7072,0.8269
lyrics01025,Gemini,0.9091,1.7273,0.5455,1.75,3.0,0.0892857142857,233,142,0.82,0.969223,1.054054,6.008584,0.6857,0.8088
lyrics01026,Gemini,1.0,1.975,0.2857,1.53333333333,2.63636363636,0.0266666666667,268,166,0.828584,0.966618,1.016807,5.970149,0.7627,0.8348
lyrics01027,Gemini,0.5806,2.7531,0.3871,1.47368421053,2.57534246575,0.131578947368,647,300,0.778261,0.969109,1.022177,10.046368,0.7769,0.8305
lyrics01028,Gemini,0.9091,2.0571,0.6364,1.54285714286,2.73913043478,0.0142857142857,232,122,0.751585,0.947217,1.039604,6.896552,0.6622,0.8055
lyrics01029,Gemini,0.7273,1.9394,0.7273,1.640625,2.64285714286,0.015625,243,152,0.82567,0.97434,1.0,7.407407,0.7482,0.8386
lyrics01030,Gemini,0.8,2.0625,0.8,1.45161290323,2.66666666667,0.0322580645161,218,113,0.739053,0.952433,1.038889,9.174312,0.7368,0.8259
lyrics01031,Gemini,0.9091,1.8947,0.8182,1.55555555556,2.66666666667,0.0138888888889,249,132,0.7371,0.947267,1.122449,7.228916,0.8452,0.8269
lyrics01032,Gemini,0.75,1.6383,0.6667,1.46913580247,2.56756756757,0.0123456790123,295,172,0.796341,0.970439,1.056338,9.152542,0.7251,0.8101
lyrics01033,Gemini,0.5833,1.4474,0.5,1.61538461538,2.47826086957,0.0576923076923,200,122,0.775232,0.964343,1.020833,9.5,0.8174,0.8371
lyrics01034,Gemini,0.6667,1.6154,0.5,1.46666666667,2.5,0.0333333333333,211,122,0.785679,0.967257,1.043956,9.478673,0.799,0.8379
lyrics01035,Gemini,0.625,1.6087,0.875,1.67567567568,2.33333333333,0.027027027027,158,102,0.809174,0.968378,1.025316,8.227848,0.745,0.8357
lyrics01036,Gemini,1.0,2.1765,0.8333,1.51428571429,2.36842105263,0.0571428571429,131,85,0.77439,0.968837,1.0,10.687023,0.7997,0.8324
lyrics01037,Gemini,0.9231,2.2889,0.5385,1.63333333333,2.66666666667,0.0666666666667,330,183,0.821139,0.973133,1.045113,8.787879,0.8353,0.8278
lyrics01038,Gemini,1.0,2.0455,0.4286,1.8085106383,2.66666666667,0.063829787234,173,105,0.802258,0.971341,1.0,9.82659,0.8663,0.8619
lyrics01039,Gemini,0.8,2.4444,0.8,1.35,2.93333333333,0.125,129,68,0.75275,0.950414,1.0,7.751938,0.7959,0.8369
lyrics01040,Gemini,0.6667,1.7895,0.4444,1.54838709677,2.36,0.0483870967742,224,138,0.765486,0.954564,1.019802,8.035714,0.7166,0.8263
lyrics01041,Gemini,0.875,2.1905,0.75,1.59090909091,2.57894736842,0.0227272727273,163,97,0.778947,0.967604,1.046667,9.202454,0.762,0.8151
lyrics01042,Gemini,0.9167,1.5,0.75,1.4,2.70588235294,0.0428571428571,255,157,0.825631,0.976478,1.03252,8.235294,0.7353,0.8172
lyrics01043,Gemini,1.0,1.5385,0.375,1.58139534884,2.42105263158,0.046511627907,162,102,0.772743,0.957095,1.0,8.024691,0.791,0.8219
lyrics01044,Gemini,1.0,1.4595,0.6154,1.62068965517,2.55172413793,0.0172413793103,224,122,0.767086,0.96472,1.042553,11.160714,0.7493,0.8359
lyrics01045,Gemini,1.0,1.6538,0.875,1.47826086957,2.73684210526,0.0217391304348,167,101,0.748136,0.96283,1.051948,10.778443,0.6655,0.8174
lyrics01046,Gemini,0.9,1.7308,0.7,1.58823529412,2.29166666667,0.0,193,108,0.759306,0.962052,1.047619,9.326425,0.7885,0.8311
lyrics01047,Gemini,0.9286,2.439,0.7857,1.7,2.59375,0.0333333333333,331,166,0.82773,0.97503,1.033333,8.459215,0.7939,0.8407
lyrics01048,Gemini,0.5455,2.7826,0.3636,1.89473684211,2.38095238095,0.0350877192982,218,135,0.77432,0.953333,1.036697,6.880734,0.7866,0.8394
lyrics01049,Gemini,0.9091,1.8485,0.5455,1.75806451613,2.54166666667,0.0161290322581,227,129,0.757978,0.959556,1.0,10.572687,0.683,0.8219
lyrics01050,Gemini,0.6111,2.1346,0.3333,1.7572815534,2.31914893617,0.0194174757282,405,232,0.799101,0.963364,1.0,6.666667,0.8382,0.8344
