ID,LLM,Ratio_VD_S,Ratio_Nom,Ratio_LW_S,av_nominal_deps_NN,cl_av_deps,nn_all_nominal_deps_NN_struct,volume,abundance,mattr_50,evenness_50,disparity,dispersion_per_100,QWE_Score,BERTScore_F1
lyrics00176,Gemini,0.8,1.3962,0.6,1.52564102564,2.47368421053,0.025641025641,285,160,0.767966,0.966143,1.046875,9.824561,0.7756,0.8351
lyrics00177,Gemini,0.8182,2.4167,0.3636,1.82894736842,2.35714285714,0.131578947368,280,163,0.808398,0.974715,1.028226,9.642857,0.8082,0.8349
lyrics00178,Gemini,0.875,2.2381,0.875,1.67441860465,2.70588235294,0.046511627907,158,101,0.773394,0.958932,1.025641,5.063291,0.6606,0.7787
lyrics00179,Gemini,0.7,2.5,0.8,1.65306122449,2.63157894737,0.0612244897959,174,109,0.79952,0.972522,1.063953,10.344828,0.6491,0.785
lyrics00180,Gemini,0.8,1.8148,0.4,1.78,2.34782608696,0.12,187,107,0.772029,0.964074,1.025641,9.625668,0.8253,0.8398
lyrics00181,Gemini,1.0,2.0,0.625,1.46153846154,2.5,0.0512820512821,142,97,0.835699,0.974008,1.030303,8.450704,0.7876,0.8266
lyrics00182,Gemini,0.6667,3.5,0.5,1.96226415094,2.77777777778,0.283018867925,195,113,0.779315,0.964303,1.022989,7.692308,0.8207,0.8457
lyrics00183,Gemini,0.8,1.4242,0.5,1.52941176471,2.41666666667,0.0,184,110,0.781333,0.96154,1.023256,6.521739,0.5974,0.8127
lyrics00184,Gemini,0.9091,2.0882,1.0,1.66666666667,2.48484848485,0.0144927536232,276,137,0.754537,0.963945,1.0,9.42029,0.5685,0.7842
lyrics00185,Gemini,0.9167,2.2174,0.5,1.57692307692,2.45,0.0,179,106,0.781846,0.964812,1.02439,10.055866,0.6883,0.8122
lyrics00186,Gemini,0.875,1.8846,0.75,1.7,2.45454545455,0.0,186,114,0.761752,0.957883,1.066667,8.602151,0.8125,0.8475
lyrics00187,Gemini,0.375,1.5,1.0,1.40540540541,2.27272727273,0.0,153,92,0.795962,0.973498,1.060606,11.111111,0.8008,0.8422
lyrics00188,Gemini,0.8462,2.3871,0.6923,1.63888888889,2.62068965517,0.0277777777778,266,141,0.768203,0.963455,1.017391,7.894737,0.6137,0.7876
lyrics00189,Gemini,0.6364,2.75,0.7273,1.61643835616,2.44444444444,0.109589041096,251,146,0.804356,0.968078,1.053097,7.569721,0.8231,0.8442
lyrics00190,Gemini,1.0,1.5312,0.6,1.58823529412,2.29166666667,0.0,185,102,0.743382,0.957354,1.025,8.648649,0.6355,0.806
lyrics00191,Gemini,0.4,1.7222,0.3,1.55737704918,2.55555555556,0.131147540984,224,148,0.832114,0.974214,1.04955,8.035714,0.7745,0.816
lyrics00192,Gemini,0.6667,2.4706,0.5,1.73170731707,2.57142857143,0.0731707317073,143,98,0.826809,0.963048,1.028986,4.895105,0.8138,0.8339
lyrics00193,Gemini,0.7778,2.0741,1.1111,1.64912280702,2.66666666667,0.0701754385965,195,120,0.809452,0.967826,1.020619,8.717949,0.7633,0.8205
lyrics00194,Gemini,0.6667,1.7826,0.2222,2.17948717949,2.5,0.0,175,117,0.816984,0.970177,1.041237,6.285714,0.6197,0.8017
lyrics00195,Gemini,0.875,2.12,0.5,1.60377358491,2.0,0.0188679245283,177,103,0.765938,0.952946,1.047619,9.039548,0.6619,0.8066
lyrics00196,Gemini,0.8235,1.8421,0.2941,1.66666666667,2.44827586207,0.0869565217391,251,146,0.770693,0.962111,1.016667,8.76494,0.7725,0.8189
lyrics00197,Gemini,0.75,2.6786,0.8333,1.63513513514,2.96,0.0540540540541,266,163,0.78977,0.964926,1.044715,7.142857,0.793,0.8286
lyrics00198,Gemini,0.8,2.1034,0.6,1.60655737705,2.47368421053,0.0327868852459,204,99,0.753419,0.958615,1.040123,5.882353,0.7395,0.7885
lyrics00199,Gemini,0.8889,1.4889,0.6667,1.39189189189,2.42857142857,0.0135135135135,263,146,0.79028,0.960523,1.031532,6.463878,0.7827,0.8399
lyrics00200,Gemini,0.8571,2.0,0.5714,1.45588235294,2.72413793103,0.0147058823529,252,150,0.783448,0.96542,1.04918,8.730159,0.6567,0.8183
lyrics00201,Gemini,0.7333,2.0286,0.7333,1.88311688312,2.96153846154,0.012987012987,297,173,0.773871,0.960442,1.028369,6.734007,0.6437,0.8206
lyrics00202,Gemini,0.8182,1.4828,0.2727,1.8,2.3,0.0222222222222,175,104,0.787937,0.969938,1.0,8.571429,0.6676,0.8089
lyrics00203,Gemini,0.5625,1.9778,0.3125,1.50632911392,1.92307692308,0.0759493670886,291,160,0.756198,0.945826,1.068627,7.216495,0.7638,0.8147
lyrics00204,Gemini,0.55,1.8246,0.7,1.63551401869,2.18181818182,0.00934579439252,388,194,0.775988,0.956364,1.031646,8.247423,0.8079,0.834
lyrics00205,Gemini,0.7333,2.5,0.6,1.61111111111,2.33333333333,0.0333333333333,323,192,0.795328,0.967188,1.039216,8.359133,0.7937,0.8459
lyrics00206,Gemini,0.2,1.7561,0.8,1.53246753247,2.52631578947,0.0,280,149,0.770216,0.970974,1.017699,11.428571,0.84,0.8352
lyrics00207,Gemini,1.0,2.6667,1.0,1.6862745098,2.9375,0.0196078431373,184,111,0.788593,0.965891,1.0,7.065217,0.7169,0.8167
lyrics00208,Gemini,1.0,2.2727,0.4,1.69230769231,2.68965517241,0.025641025641,278,144,0.767249,0.965135,1.093578,8.633094,0.7185,0.7992
lyrics00209,Gemini,0.8333,1.9143,0.5,1.58333333333,2.93333333333,0.0694444444444,256,149,0.779034,0.959337,1.016807,7.03125,0.8464,0.8506
lyrics00210,Gemini,0.6667,2.4828,0.4444,1.63076923077,2.78260869565,0.107692307692,231,150,0.826593,0.968964,1.017241,6.493506,0.8509,0.8682
lyrics00211,Gemini,0.7368,1.7656,0.6842,1.76288659794,2.57446808511,0.113402061856,396,191,0.790893,0.962798,1.050314,6.818182,0.7452,0.8076
lyrics00212,Gemini,0.75,1.84,0.625,1.36363636364,2.44444444444,0.0,156,87,0.740748,0.953069,1.07971,7.051282,0.8524,0.8374
lyrics00213,Gemini,0.9231,2.5526,0.5385,1.65476190476,2.5,0.0238095238095,303,161,0.753622,0.955762,1.030769,6.270627,0.7218,0.8202
lyrics00214,Gemini,0.7857,1.9189,0.5,1.70149253731,2.37037037037,0.0149253731343,250,122,0.778806,0.966659,1.021505,10.0,0.6704,0.8
lyrics00215,Gemini,0.8182,2.5455,0.4545,1.6393442623,2.68421052632,0.0,201,119,0.770921,0.958627,1.045455,10.447761,0.7149,0.8303
lyrics00216,Gemini,0.5,2.3571,0.5,1.93939393939,2.41666666667,0.030303030303,120,82,0.812958,0.970399,1.0,6.666667,0.6843,0.8173
lyrics00217,Gemini,0.875,2.0952,0.5,1.56818181818,2.44444444444,0.0227272727273,155,95,0.758113,0.957682,1.027027,7.741935,0.798,0.8433
lyrics00218,Gemini,0.6667,2.1905,0.3333,1.59183673469,2.52631578947,0.0204081632653,164,103,0.793391,0.969655,1.04375,8.536585,0.8,0.8473
lyrics00219,Gemini,0.9,2.25,0.6,1.79591836735,2.41176470588,0.0,192,115,0.802937,0.963206,1.045455,5.729167,0.7723,0.82
lyrics00220,Gemini,0.5,2.0,0.4286,1.78571428571,2.52941176471,0.0408163265306,371,197,0.770373,0.957949,1.008282,6.469003,0.8269,0.8508
lyrics00221,Gemini,0.8571,1.4516,0.4286,1.63636363636,2.9,0.0454545454545,172,110,0.825854,0.973107,1.047297,8.72093,0.7654,0.8246
lyrics00222,Gemini,0.8182,2.4242,0.4545,1.52222222222,2.41666666667,0.0222222222222,272,144,0.773363,0.96175,1.084071,7.352941,0.7956,0.8215
lyrics00223,Gemini,1.0,2.45,0.6667,1.63461538462,2.63157894737,0.0192307692308,174,112,0.76928,0.951759,1.068182,7.471264,0.8377,0.8441
lyrics00224,Gemini,0.8333,2.4138,0.5,1.79032258065,2.52173913043,0.0806451612903,243,132,0.799588,0.965651,1.0,7.407407,0.694,0.8101
lyrics00225,Gemini,0.7778,1.6923,0.3333,1.77464788732,2.37931034483,0.0,268,140,0.764749,0.959736,1.018349,8.58209,0.808,0.8389
lyrics00226,Gemini,1.0,1.7059,1.0,1.6724137931,2.61538461538,0.0,205,117,0.781923,0.962648,1.035842,6.829268,0.7873,0.8152
lyrics00227,Gemini,0.9,1.6923,0.5,1.76595744681,2.65,0.063829787234,182,93,0.777293,0.970388,1.028169,9.89011,0.7959,0.8214
lyrics00228,Gemini,0.7778,1.9259,0.3333,1.70909090909,2.38095238095,0.0363636363636,193,101,0.749444,0.953196,1.0,8.290155,0.8073,0.8229
lyrics00229,Gemini,1.0,1.7667,0.5556,1.64705882353,2.64,0.0588235294118,198,123,0.772081,0.961822,1.061856,8.080808,0.6916,0.8024
lyrics00230,Gemini,0.3636,2.5882,0.5455,1.64864864865,2.34615384615,0.0945945945946,261,161,0.818868,0.969872,1.015625,6.130268,0.8749,0.8587
lyrics00231,Gemini,0.7333,1.8485,0.6,1.82258064516,2.45833333333,0.0161290322581,227,136,0.782472,0.968011,1.037383,8.370044,0.6011,0.8007
lyrics00232,Gemini,1.0,2.5417,0.7,1.28571428571,2.5652173913,0.015873015873,200,107,0.743046,0.963977,1.044304,10.5,0.8579,0.8585
lyrics00233,Gemini,0.9,1.5357,0.9,1.85365853659,2.30434782609,0.0243902439024,175,109,0.816032,0.96895,1.182353,6.857143,0.6249,0.8117
lyrics00234,Gemini,0.8462,1.3947,0.6154,1.60377358491,2.51515151515,0.0,222,115,0.769364,0.961945,1.044444,9.009009,0.7155,0.82
lyrics00235,Gemini,0.9167,1.7941,0.5,1.375,2.55172413793,0.046875,235,122,0.765699,0.964746,1.039773,9.361702,0.7554,0.8225
lyrics00236,Gemini,0.9167,2.1111,0.6667,1.48333333333,2.68,0.0166666666667,214,117,0.710424,0.947145,1.043956,9.813084,0.7352,0.8125
lyrics00237,Gemini,0.7,1.5135,0.5,1.56666666667,2.59259259259,0.0,210,125,0.82323,0.97306,1.0,7.142857,0.6344,0.7923
lyrics00238,Gemini,1.0,1.75,0.4,1.66666666667,3.0,0.111111111111,187,115,0.801884,0.972443,1.0,10.160428,0.7095,0.8181
lyrics00239,Gemini,0.6154,2.0857,0.7692,1.65277777778,2.57142857143,0.0277777777778,265,146,0.787407,0.956103,1.070175,7.924528,0.7514,0.8226
lyrics00240,Gemini,0.8,2.5714,0.4,1.69565217391,2.33333333333,0.0289855072464,228,131,0.747486,0.935524,1.037037,7.45614,0.7657,0.8223
lyrics00241,Gemini,0.5714,2.2432,0.5,1.61643835616,2.33333333333,0.0821917808219,267,159,0.799266,0.969132,1.016393,11.235955,0.7658,0.8251
lyrics00242,Gemini,0.7778,2.6842,0.3333,1.84615384615,2.27777777778,0.0384615384615,178,98,0.726822,0.957638,1.027397,11.797753,0.8243,0.8339
lyrics00243,Gemini,0.875,2.0,0.875,1.51162790698,2.68421052632,0.0,153,88,0.742692,0.962137,1.030303,11.111111,0.7979,0.8478
lyrics00244,Gemini,0.8182,1.65,0.7273,1.58208955224,2.60714285714,0.0298507462687,249,141,0.758,0.965322,1.052174,11.24498,0.7937,0.824
lyrics00245,Gemini,0.3571,2.5455,0.5,1.42857142857,2.4,0.114285714286,251,151,0.796238,0.962955,1.018182,7.968127,0.8391,0.863
lyrics00246,Gemini,0.625,2.675,0.4375,1.65217391304,2.74193548387,0.141304347826,317,177,0.796343,0.964,1.013986,7.570978,0.7352,0.8116
lyrics00247,Gemini,0.75,2.9091,0.625,1.66666666667,2.76470588235,0.137254901961,181,120,0.824091,0.975244,1.022989,6.629834,0.8513,0.8599
lyrics00248,Gemini,0.7857,2.1591,0.4286,1.6,2.28571428571,0.0222222222222,312,162,0.742281,0.95225,1.054745,6.730769,0.6992,0.7972
lyrics00249,Gemini,0.75,2.65,0.875,1.48,2.66666666667,0.06,168,98,0.749412,0.957232,1.026667,7.142857,0.7596,0.8271
lyrics00250,Gemini,0.875,1.9804,0.4375,1.62921348315,2.35,0.0674157303371,336,173,0.759233,0.962146,1.015385,8.333333,0.795,0.8192
lyrics00251,Gemini,0.8,1.9756,0.9333,1.59722222222,2.78787878788,0.0972222222222,284,155,0.783064,0.967819,1.049587,10.211268,0.7034,0.8127
lyrics00252,Gemini,0.65,1.6818,0.6,1.53043478261,2.63265306122,0.00869565217391,425,201,0.788511,0.968343,1.021875,9.411765,0.7947,0.8285
lyrics00253,Gemini,0.8182,2.5455,0.5455,1.61363636364,2.62068965517,0.0454545454545,293,146,0.751557,0.954529,1.071429,5.460751,0.7961,0.8284
lyrics00254,Gemini,0.9091,2.1667,0.5455,1.65079365079,2.48148148148,0.0793650793651,223,122,0.766782,0.958921,1.043478,8.520179,0.852,0.8364
lyrics00255,Gemini,1.0,1.439,0.5385,1.75806451613,2.75,0.0161290322581,254,140,0.767902,0.962329,1.067568,9.448819,0.6402,0.8127
lyrics00256,Gemini,0.8667,1.95,0.8,1.41891891892,2.83870967742,0.0,274,154,0.786489,0.971272,1.046875,9.854015,0.6611,0.797
lyrics00257,Gemini,1.0,1.6471,0.5385,1.69491525424,2.55555555556,0.0169491525424,228,134,0.775754,0.964869,1.037736,9.210526,0.7944,0.8373
lyrics00258,Gemini,1.0,1.6154,0.5556,1.47540983607,2.5,0.0,217,116,0.782143,0.966451,1.0,9.21659,0.654,0.8076
lyrics00259,Gemini,0.5385,1.6316,0.5385,1.62068965517,2.20588235294,0.0344827586207,222,129,0.776416,0.964422,1.056122,8.108108,0.7047,0.8013
lyrics00260,Gemini,0.8,2.2258,0.7,1.74193548387,2.65217391304,0.145161290323,221,125,0.801047,0.972733,1.041667,11.764706,0.8167,0.842
lyrics00261,Gemini,1.0,1.8205,0.6364,1.38271604938,2.58333333333,0.0493827160494,271,149,0.790721,0.960478,1.035088,7.01107,0.8433,0.8454
lyrics00262,Gemini,1.0,1.8333,0.625,1.65454545455,2.33333333333,0.0727272727273,193,115,0.778889,0.961273,1.021505,8.290155,0.7747,0.8179
lyrics00263,Gemini,0.9231,1.6923,0.5385,1.54545454545,2.59375,0.025974025974,267,126,0.781651,0.957624,1.021505,8.614232,0.8494,0.8417
lyrics00264,Gemini,0.8462,3.0667,0.5385,1.86842105263,2.625,0.157894736842,290,168,0.790788,0.96596,1.0625,6.896552,0.7601,0.8154
lyrics00265,Gemini,0.7857,2.0392,0.5,1.60204081633,2.48648648649,0.0408163265306,341,194,0.779795,0.962036,1.012658,7.331378,0.7929,0.8193
lyrics00266,Gemini,0.9,2.2667,0.5,1.52380952381,2.55555555556,0.0793650793651,220,126,0.79848,0.969283,1.058442,6.818182,0.7939,0.8596
lyrics00267,Gemini,0.7778,1.9667,0.5556,1.43103448276,2.08333333333,0.0,194,114,0.731172,0.95076,1.067073,9.278351,0.7926,0.8306
lyrics00268,Gemini,0.8571,2.2059,0.7857,1.47222222222,2.6,0.0138888888889,258,139,0.80201,0.970318,1.058252,8.914729,0.7892,0.8304
lyrics00269,Gemini,0.75,2.5833,0.5833,2.07272727273,2.52631578947,0.109090909091,214,131,0.795515,0.963699,1.076923,6.542056,0.6439,0.8017
lyrics00270,Gemini,0.5,1.9189,0.4167,1.68852459016,2.32,0.0327868852459,231,136,0.754835,0.955333,1.017699,7.359307,0.67,0.8058
lyrics00271,Gemini,0.8571,2.2778,0.6429,1.59259259259,2.76666666667,0.0,289,152,0.760667,0.947764,1.064516,6.228374,0.6829,0.8131
lyrics00272,Gemini,1.0,1.6333,0.7,1.51851851852,2.48,0.0185185185185,193,118,0.79,0.968321,1.038462,8.290155,0.6939,0.8197
lyrics00273,Gemini,0.9,1.8649,0.7,1.60294117647,2.67857142857,0.0441176470588,253,143,0.773922,0.964169,1.035088,7.905138,0.7944,0.8254
lyrics00274,Gemini,0.9167,2.1176,0.9167,1.75,2.65517241379,0.0441176470588,254,134,0.764976,0.958177,1.050926,9.448819,0.7771,0.8056
lyrics00275,Gemini,0.6111,1.9375,0.6111,1.576,2.39622641509,0.024,444,216,0.797722,0.968241,1.066298,8.108108,0.8377,0.8452
lyrics00276,Gemini,0.6875,1.8333,0.625,1.55,2.74418604651,0.01,353,218,0.830526,0.974339,1.033333,7.932011,0.7679,0.8276
lyrics00277,Gemini,0.625,3.0,0.3125,1.71578947368,2.5,0.0,334,148,0.713404,0.936311,1.016807,7.784431,0.5492,0.7939
lyrics00278,Gemini,0.8,2.2609,0.4,1.79661016949,2.5,0.0,218,106,0.78284,0.970906,1.084444,10.550459,0.8024,0.8195
lyrics00279,Gemini,0.7143,1.8261,0.5714,1.47058823529,2.53333333333,0.0294117647059,145,82,0.822708,0.976581,1.0625,8.275862,0.7347,0.7911
lyrics00280,Gemini,1.0,2.125,0.6667,1.4367816092,2.48275862069,0.0,286,136,0.754262,0.945999,1.071429,5.594406,0.5774,0.7767
lyrics00281,Gemini,1.0,2.3125,1.0,1.43243243243,2.85714285714,0.0540540540541,121,77,0.726389,0.954475,1.033333,8.264463,0.6668,0.8102
lyrics00282,Gemini,0.8182,1.4773,0.7273,1.5671641791,2.34285714286,0.0597014925373,263,149,0.800561,0.970471,1.061012,9.505703,0.7929,0.865
lyrics00283,Gemini,1.0,1.6857,0.625,1.56140350877,2.84615384615,0.0175438596491,214,122,0.774303,0.966787,1.047059,8.878505,0.711,0.812
lyrics00284,Gemini,0.8,1.7619,0.6,1.68918918919,2.63333333333,0.0675675675676,269,150,0.800091,0.969634,1.016529,6.69145,0.8253,0.8442
lyrics00285,Gemini,0.9167,2.3214,0.3333,1.61538461538,2.6,0.0307692307692,238,131,0.744444,0.954363,1.019231,7.142857,0.6979,0.8114
lyrics00286,Gemini,1.0,2.3478,0.875,1.56,2.78947368421,0.0,184,104,0.777185,0.970016,1.0625,10.326087,0.8163,0.8235
lyrics00287,Gemini,0.9167,1.2857,0.5833,1.80327868852,2.38709677419,0.0,234,128,0.798378,0.96255,1.019417,6.410256,0.6988,0.8088
lyrics00288,Gemini,0.7,1.6857,0.7,1.66666666667,2.7,0.0175438596491,209,115,0.765125,0.968254,1.021505,11.483254,0.77,0.8221
lyrics00289,Gemini,0.9167,1.65,0.6667,1.61111111111,2.48484848485,0.0,265,129,0.737963,0.961853,1.115385,9.811321,0.7209,0.7996
lyrics00290,Gemini,0.875,2.1818,0.75,1.78571428571,2.35,0.047619047619,178,113,0.760775,0.954954,1.021978,6.741573,0.7789,0.8475
lyrics00291,Gemini,0.75,1.7727,0.875,1.63414634146,2.6875,0.0,144,81,0.740211,0.966717,1.095238,11.111111,0.6004,0.8018
lyrics00292,Gemini,0.9167,2.0789,0.3333,1.57575757576,2.24137931034,0.166666666667,238,136,0.81164,0.971844,1.068807,8.403361,0.6563,0.8047
lyrics00293,Gemini,0.7778,2.0385,0.6667,1.64,2.63157894737,0.0,197,110,0.728514,0.954915,1.023529,9.64467,0.6027,0.7998
lyrics00294,Gemini,0.875,1.5143,0.625,1.60377358491,2.38461538462,0.0188679245283,198,110,0.771275,0.957584,1.0,9.59596,0.6653,0.8224
lyrics00295,Gemini,1.0,2.0357,0.8571,1.51923076923,2.5652173913,0.0,194,115,0.773379,0.960883,1.06383,7.216495,0.5845,0.802
lyrics00296,Gemini,0.7,2.3929,0.4,1.73770491803,2.7619047619,0.016393442623,225,144,0.811136,0.970168,1.0,8.444444,0.7927,0.8383
lyrics00297,Gemini,0.3846,1.8158,0.6154,1.45333333333,2.63333333333,0.0,263,145,0.794486,0.964927,1.035088,9.125475,0.8716,0.8345
lyrics00298,Gemini,0.9091,2.4,0.6364,1.45205479452,2.68181818182,0.0684931506849,237,124,0.728723,0.944019,1.021277,7.172996,0.7094,0.8029
lyrics00299,Gemini,0.75,2.0769,0.375,1.66,2.21052631579,0.02,181,98,0.76803,0.952448,1.025974,6.629834,0.6086,0.8059
lyrics00300,Gemini,0.7778,2.64,0.5556,1.7,2.61904761905,0.0833333333333,220,135,0.798363,0.971422,1.055556,9.545455,0.6929,0.8243
lyrics00301,Gemini,0.7059,2.05,0.4118,1.725,2.61764705882,0.075,305,176,0.823594,0.97334,1.039007,8.52459,0.7563,0.8262
lyrics00302,Gemini,1.0,1.6667,0.875,1.52459016393,2.51851851852,0.0,226,122,0.792768,0.964825,1.038835,7.079646,0.6201,0.784
lyrics00303,Gemini,0.6429,2.0278,0.6429,1.21428571429,2.32258064516,0.0285714285714,238,133,0.761799,0.958252,1.040404,7.563025,0.8415,0.8583
lyrics00304,Gemini,0.8,1.92,0.4,1.47727272727,2.47619047619,0.0,178,107,0.797984,0.972087,1.076923,7.865169,0.6311,0.819
lyrics00305,Gemini,1.0,2.7143,0.8333,1.6,2.58333333333,0.0,124,83,0.794667,0.961318,1.033333,5.645161,0.6434,0.8162
lyrics00306,Gemini,0.7273,2.1176,0.2727,1.796875,2.47826086957,0.0,251,145,0.786436,0.953911,1.033613,4.780876,0.6732,0.817
lyrics00307,Gemini,0.3333,1.8,0.6667,1.57446808511,2.4375,0.0212765957447,168,101,0.756471,0.965785,1.0,10.119048,0.7289,0.8092
lyrics00308,Gemini,0.8182,2.0,0.3636,1.66666666667,3.08695652174,0.0,243,134,0.774742,0.965433,1.0,8.230453,0.8837,0.8464
lyrics00309,Gemini,0.75,1.4651,0.3333,1.51666666667,2.30303030303,0.0666666666667,219,125,0.806235,0.971036,1.02,7.762557,0.7112,0.8237
lyrics00310,Gemini,0.6364,2.0667,0.5455,1.65079365079,2.68,0.047619047619,219,128,0.789882,0.966015,1.02,7.762557,0.8701,0.8587
lyrics00311,Gemini,0.6087,2.541,0.4348,1.7421875,2.45098039216,0.1015625,474,255,0.793224,0.96368,1.034591,7.805907,0.8188,0.8182
lyrics00312,Gemini,0.4737,1.6102,0.4737,1.82954545455,2.5641025641,0.0909090909091,348,179,0.79204,0.962691,1.013699,7.183908,0.7294,0.7991
lyrics00313,Gemini,0.9231,1.375,0.7692,1.57692307692,2.82352941176,0.0576923076923,234,135,0.790486,0.970683,1.058824,9.401709,0.7957,0.8285
lyrics00314,Gemini,0.875,1.7255,0.5625,1.44565217391,2.58974358974,0.0108695652174,310,156,0.815249,0.977367,1.049587,8.387097,0.8038,0.8204
lyrics00315,Gemini,0.5333,1.9474,0.25,1.5875,2.42424242424,0.0625,277,157,0.765175,0.958468,1.0,7.220217,0.7843,0.82
lyrics00316,Gemini,0.3333,1.9375,0.4,1.57831325301,2.15789473684,0.132530120482,307,188,0.803721,0.969992,1.0,8.469055,0.8494,0.8577
lyrics00317,Gemini,0.8889,2.48,0.5556,1.73214285714,2.5,0.0535714285714,200,120,0.757483,0.959068,1.0,6.5,0.7436,0.8149
lyrics00318,Gemini,0.8,2.1613,0.5,1.546875,2.17391304348,0.0,213,126,0.784024,0.964195,1.078947,8.920188,0.7996,0.8484
lyrics00319,Gemini,0.75,1.519,0.6,1.44186046512,2.41379310345,0.0077519379845,437,242,0.810515,0.96841,1.075758,7.551487,0.7995,0.825
lyrics00320,Gemini,0.8889,2.3,0.6667,1.54285714286,3.04545454545,0.0,244,141,0.772513,0.965452,1.037736,8.196721,0.8193,0.8484
lyrics00321,Gemini,0.75,2.7059,0.625,1.75,2.6875,0.0,155,86,0.757925,0.953142,1.03125,7.741935,0.6902,0.8147
lyrics00322,Gemini,0.9375,1.5306,0.4375,1.64556962025,2.65789473684,0.0253164556962,311,173,0.796412,0.971967,1.01087,10.289389,0.8082,0.8327
lyrics00323,Gemini,0.8571,2.0,0.8571,1.48888888889,2.5,0.0444444444444,168,101,0.781008,0.959556,1.048193,8.333333,0.6662,0.8144
lyrics00324,Gemini,1.0,1.92,0.7778,1.56818181818,3.0,0.0,185,118,0.796176,0.958231,1.021739,5.405405,0.7476,0.8285
lyrics00325,Gemini,0.8,2.3571,0.6,1.6935483871,2.47826086957,0.0,232,132,0.781311,0.965079,1.019802,9.913793,0.7023,0.8087
lyrics00326,Gemini,0.7778,1.5926,0.5556,1.30769230769,2.27777777778,0.0,130,83,0.788395,0.947621,1.119403,3.846154,0.8078,0.8284
lyrics00327,Gemini,1.0,1.7419,0.6667,1.56603773585,2.73076923077,0.0377358490566,208,125,0.803396,0.96602,1.065934,7.692308,0.6798,0.8312
lyrics00328,Gemini,0.9048,1.4933,0.5238,1.60606060606,2.38983050847,0.121212121212,437,220,0.806237,0.969479,1.038674,8.695652,0.825,0.8482
lyrics00329,Gemini,0.5385,1.9655,0.3846,1.74137931034,2.34782608696,0.0,209,117,0.796875,0.968457,1.021505,9.569378,0.7045,0.7977
lyrics00330,Gemini,0.9167,3.0769,0.6667,1.91044776119,2.40909090909,0.0746268656716,239,138,0.767684,0.961144,1.054054,7.949791,0.6785,0.8131
lyrics00331,Gemini,1.0,2.4286,0.7692,1.73684210526,2.51851851852,0.0657894736842,267,145,0.769083,0.9577,1.016949,5.992509,0.6594,0.8165
lyrics00332,Gemini,0.7143,1.9643,0.4286,1.70491803279,2.42857142857,0.0819672131148,202,116,0.765752,0.957991,1.023529,9.405941,0.8131,0.843
lyrics00333,Gemini,0.5714,2.1111,0.7143,1.63157894737,2.375,0.0263157894737,137,92,0.789545,0.958431,1.030303,6.569343,0.8027,0.839
lyrics00334,Gemini,0.6667,1.9706,0.5,1.59701492537,2.5,0.0149253731343,230,132,0.780884,0.96707,1.041667,10.0,0.8164,0.8403
lyrics00335,Gemini,0.8182,3.0952,0.5455,1.54098360656,2.88235294118,0.0,203,117,0.791818,0.964348,1.021505,7.389163,0.625,0.7979
lyrics00336,Gemini,0.8,1.3284,0.7,1.34042553191,2.65384615385,0.0106382978723,363,177,0.773503,0.966609,1.064189,9.366391,0.7036,0.8188
lyrics00337,Gemini,0.5556,2.2273,0.6667,1.53846153846,2.27272727273,0.0,158,97,0.773028,0.952652,1.027397,8.860759,0.7646,0.8277
lyrics00338,Gemini,0.8182,2.1034,0.7273,1.8,2.48,0.0461538461538,233,135,0.77663,0.960733,1.018519,7.296137,0.8458,0.8524
lyrics00339,Gemini,1.0,1.9,0.5,1.56818181818,3.23076923077,0.0227272727273,148,89,0.756566,0.962966,1.071429,10.135135,0.8024,0.8341
lyrics00340,Gemini,1.0,1.8,1.0,1.44736842105,2.85714285714,0.0,134,79,0.750353,0.960889,1.035088,6.716418,0.6795,0.7947
lyrics00341,Gemini,0.7,1.5556,0.8,1.33870967742,2.45161290323,0.0322580645161,219,127,0.778706,0.956976,1.038043,7.762557,0.8852,0.8577
lyrics00342,Gemini,1.0,1.9333,0.8571,1.62921348315,2.83333333333,0.0224719101124,331,166,0.770638,0.965166,1.02963,10.271903,0.8006,0.8289
